objectID,post_title,url,Nom simplifié,Nom
cocktail_1122,Chartreuse Concombre,https://1ou2cocktails.com/cocktails/chartreuse-concombre/,jus,jus lime
cocktail_1122,Chartreuse Concombre,https://1ou2cocktails.com/cocktails/chartreuse-concombre/,morceaux,morceaux
cocktail_1122,Chartreuse Concombre,https://1ou2cocktails.com/cocktails/chartreuse-concombre/,eau,eau
cocktail_967,Rhubarbe Spritz,https://1ou2cocktails.com/cocktails/rhubarbe-spritz/,liqueur,liqueur rhubarbe maison
cocktail_967,Rhubarbe Spritz,https://1ou2cocktails.com/cocktails/rhubarbe-spritz/,la,tequila
cocktail_967,Rhubarbe Spritz,https://1ou2cocktails.com/cocktails/rhubarbe-spritz/,vin,vin mousseux
cocktail_967,Rhubarbe Spritz,https://1ou2cocktails.com/cocktails/rhubarbe-spritz/,garniture,garniture
cocktail_965,Margarita,https://1ou2cocktails.com/cocktails/margarita-classique/,liqueur,liqueur
cocktail_965,Margarita,https://1ou2cocktails.com/cocktails/margarita-classique/,jus,jus lime
cocktail_965,Margarita,https://1ou2cocktails.com/cocktails/margarita-classique/,sel,sel pour
cocktail_939,Daiquiri,https://1ou2cocktails.com/cocktails/daiquiri-classique/,rhum,rhum
cocktail_939,Daiquiri,https://1ou2cocktails.com/cocktails/daiquiri-classique/,jus,jus lime
cocktail_939,Daiquiri,https://1ou2cocktails.com/cocktails/daiquiri-classique/,sirop,sirop
cocktail_966,Negroni,https://1ou2cocktails.com/cocktails/negroni-classique/,vermouth,vermouth
cocktail_966,Negroni,https://1ou2cocktails.com/cocktails/negroni-classique/,liqueur,liqueur amère
cocktail_938,Aperol Spritz,https://1ou2cocktails.com/cocktails/aperol-spritz-classique/,liqueur,liqueur amère
cocktail_938,Aperol Spritz,https://1ou2cocktails.com/cocktails/aperol-spritz-classique/,vin,vin mousseux italien
cocktail_936,Bloody Caesar,https://1ou2cocktails.com/cocktails/bloody-caesar-classique/,jus,jus tomate et
cocktail_936,Bloody Caesar,https://1ou2cocktails.com/cocktails/bloody-caesar-classique/,jus,jus citron
cocktail_936,Bloody Caesar,https://1ou2cocktails.com/cocktails/bloody-caesar-classique/,traits,traits sauce piquante
cocktail_936,Bloody Caesar,https://1ou2cocktails.com/cocktails/bloody-caesar-classique/,traits,traits sauce anglaise
cocktail_936,Bloody Caesar,https://1ou2cocktails.com/cocktails/bloody-caesar-classique/,ou,un tour moulin
cocktail_936,Bloody Caesar,https://1ou2cocktails.com/cocktails/bloody-caesar-classique/,sel pour,épices steak pour
cocktail_936,Bloody Caesar,https://1ou2cocktails.com/cocktails/bloody-caesar-classique/,lime et,concombres et saupoudrées
cocktail_936,Bloody Caesar,https://1ou2cocktails.com/cocktails/bloody-caesar-classique/,persil,persil
cocktail_937,Bloody Mary,https://1ou2cocktails.com/cocktails/bloody-mary-classique/,jus,jus
cocktail_937,Bloody Mary,https://1ou2cocktails.com/cocktails/bloody-mary-classique/,jus,jus
cocktail_937,Bloody Mary,https://1ou2cocktails.com/cocktails/bloody-mary-classique/,traits,traits sauce piquante
cocktail_937,Bloody Mary,https://1ou2cocktails.com/cocktails/bloody-mary-classique/,traits,traits sauce anglaise
cocktail_937,Bloody Mary,https://1ou2cocktails.com/cocktails/bloody-mary-classique/,sel,sel céleri pour
cocktail_935,Caipirinha,https://1ou2cocktails.com/cocktails/caipirinha-classique/,sirop,sirop
