objectID;post_title;url;Nom simple;Nom
cocktail_5442;Mocktail Exotique Citronnelle et Hibiscus;https://1ou2cocktails.com/cocktails/mocktail-exotique-citronnelle-et-hibiscus/;jus;jus lime frais
cocktail_5442;Mocktail Exotique Citronnelle et Hibiscus;https://1ou2cocktails.com/cocktails/mocktail-exotique-citronnelle-et-hibiscus/;fleurs;fleurs déshydratées
cocktail_5442;Mocktail Exotique Citronnelle et Hibiscus;https://1ou2cocktails.com/cocktails/mocktail-exotique-citronnelle-et-hibiscus/;lime;lime déshydratée
cocktail_5434;White Negroni;https://1ou2cocktails.com/cocktails/white-negroni/;gin;gin
cocktail_5434;White Negroni;https://1ou2cocktails.com/cocktails/white-negroni/;liqueur;liqueur gentiane
cocktail_5434;White Negroni;https://1ou2cocktails.com/cocktails/white-negroni/;apéritif;apéritif base vin
cocktail_5434;White Negroni;https://1ou2cocktails.com/cocktails/white-negroni/;teinture camomille optionnel;teinture camomille optionnel
cocktail_5434;White Negroni;https://1ou2cocktails.com/cocktails/white-negroni/;citron;citron
cocktail_5429;Vin Chaud Scandinave;https://1ou2cocktails.com/cocktails/vin-chaud-scandinave/;vin;vin rouge
cocktail_5429;Vin Chaud Scandinave;https://1ou2cocktails.com/cocktails/vin-chaud-scandinave/;gin;gin boréal
cocktail_5429;Vin Chaud Scandinave;https://1ou2cocktails.com/cocktails/vin-chaud-scandinave/;jus;jus pomme brut
cocktail_5429;Vin Chaud Scandinave;https://1ou2cocktails.com/cocktails/vin-chaud-scandinave/;mi;miel
cocktail_5429;Vin Chaud Scandinave;https://1ou2cocktails.com/cocktails/vin-chaud-scandinave/;ou;gousses
cocktail_5429;Vin Chaud Scandinave;https://1ou2cocktails.com/cocktails/vin-chaud-scandinave/;déshydraté;rose déshydratée
cocktail_5429;Vin Chaud Scandinave;https://1ou2cocktails.com/cocktails/vin-chaud-scandinave/;séché;séchée
cocktail_5429;Vin Chaud Scandinave;https://1ou2cocktails.com/cocktails/vin-chaud-scandinave/;ou;ou cannelle
cocktail_5406;Shooter Épicé Piment et Sureau;https://1ou2cocktails.com/cocktails/shooter-epice-piment-et-sureau/;vodka;vodka épicée spécial piment
cocktail_5406;Shooter Épicé Piment et Sureau;https://1ou2cocktails.com/cocktails/shooter-epice-piment-et-sureau/;liqueur;liqueur fleur sureau
cocktail_5400;Lait de Poule Québécois;https://1ou2cocktails.com/cocktails/lait-de-poule-quebecois/;sucre;sucre
cocktail_5400;Lait de Poule Québécois;https://1ou2cocktails.com/cocktails/lait-de-poule-quebecois/;crème;crème
cocktail_5400;Lait de Poule Québécois;https://1ou2cocktails.com/cocktails/lait-de-poule-quebecois/;vanille;vanille
cocktail_5400;Lait de Poule Québécois;https://1ou2cocktails.com/cocktails/lait-de-poule-quebecois/;thé;thé moulue
